client_id,sale_flg,sale_amount,contacts,feature_1,client_segment,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,region_cd
-8079817404148237243,0,,1,7,3.0,3642369.0,17338.0,20105.0,32419.0,67622.0,837745.0,709954.0,8.9,17350.0,59.0
-5924052245502407994,0,,2,6,3.0,506012.0,5591.0,10014.0,2463.0,16310.0,251323.0,193326.0,11.9,5578.0,66.0
-6290602817115676905,1,6898.400000000002,1,1,4.0,2865872.0,19199.0,27791.0,0.0,8256.0,885096.0,750082.0,10.9,19213.0,55.0
-1490294173029062751,0,,1,9,13.0,1821184.0,20318.0,18175.0,0.0,49740.0,547569.0,486296.0,19.9,20322.0,60.0
2897849887287086776,0,,1,12,2.0,6070615.0,70739.0,2914.0,82686.0,5828.0,3496674.0,3181687.0,7.9,70733.0,42.0
-8072942284550731589,0,,2,5,9.0,3642369.0,15353.0,0.0,0.0,26441.0,724831.0,599034.0,9.9,15365.0,2.0
-5194144570249411868,0,,1,7,9.0,3642369.0,16054.0,14847.0,0.0,23121.0,766112.0,293518.0,9.4,16052.0,86.0
5631944015950214052,0,,1,6,4.0,2428246.0,10706.0,24364.0,0.0,56492.0,435870.0,360223.0,16.4,10692.0,34.0
-4976026508164850392,1,62549.75,2,1,3.0,2658774.0,95424.0,28584.0,49771.0,96269.0,2658929.0,2419408.0,9.9,59012.0,2.0
3595439835594754499,0,,2,1,3.0,1141230.0,41643.0,1153.0,45904.0,6708.0,1141276.0,1000242.0,9.9,24757.0,47.0
-7136932663590308857,0,,1,3,13.0,3642369.0,5948.0,19928.0,0.0,25448.0,287747.0,223406.0,8.9,5959.0,66.0
4497537671718296975,0,,2,4,3.0,6070615.0,25090.0,0.0,33885.0,0.0,1240834.0,1017484.0,7.9,25100.0,50.0
6993413286470994550,0,,1,8,13.0,2428246.0,8623.0,30545.0,0.0,58130.0,332670.0,274933.0,18.9,8611.0,54.0
7104592182192340944,0,,1,3,3.0,6070615.0,74328.0,0.0,56135.0,32792.0,3673936.0,3155911.0,7.9,74318.0,2.0
-6091800344571218535,0,,1,1,3.0,311228.0,3420.0,0.0,11792.0,0.0,161478.0,124214.0,9.9,3424.0,59.0
3944375335400908384,0,,1,5,14.0,3642369.0,107531.0,30310.0,0.0,236180.0,3642369.0,3128795.0,9.9,77210.0,72.0
-1347766670300517044,0,,1,8,13.0,2428246.0,16554.0,10583.0,0.0,35194.0,653198.0,539833.0,17.9,16551.0,66.0
1870641702256186148,0,,1,5,2.0,3642369.0,98137.0,1214.0,980.0,44228.0,3642369.0,3128795.0,8.9,75433.0,54.0
-4301640026469558387,0,,1,8,3.0,1381841.0,12393.0,15281.0,35412.0,43021.0,558497.0,461567.0,11.9,12403.0,61.0
7842477344868410782,0,,1,7,3.0,1367064.0,51265.0,0.0,54781.0,0.0,1367102.0,1174341.0,8.9,28312.0,47.0
-4854327503746442483,0,,1,4,14.0,3642369.0,21854.0,0.0,0.0,0.0,1030790.0,873552.0,9.9,21860.0,40.0
-5830927494923600943,0,,1,2,16.0,6070615.0,72206.0,0.0,58286.0,84537.0,3569522.0,3247972.0,7.9,72214.0,86.0
-8924943255777980502,0,,1,7,14.0,277082.0,1713.0,0.0,0.0,0.0,78918.0,61272.0,10.9,1712.0,86.0
-5985616156977353456,0,,2,5,16.0,1082740.0,35189.0,0.0,33248.0,0.0,1082998.0,917794.0,8.9,22957.0,34.0
-6415375684334379970,0,,1,10,16.0,6070615.0,17422.0,0.0,14239.0,0.0,860813.0,680042.0,7.9,17413.0,86.0
-4988037452726340034,0,,3,7,3.0,902779.0,12800.0,19650.0,40216.0,34103.0,617989.0,510734.0,8.9,12798.0,73.0
1056524954426057293,1,17981.7,1,6,3.0,2042911.0,13605.0,35861.0,78849.0,61917.0,613132.0,484374.0,11.9,13608.0,2.0
-7023459951509980027,0,,2,3,3.0,6070615.0,113692.0,0.0,109845.0,0.0,5754943.0,5236527.0,6.9,113688.0,77.0
2492654691777821262,0,,1,9,14.0,1821184.0,6982.0,8823.0,0.0,21185.0,264679.0,203599.0,19.9,6998.0,78.0
1385805512840068341,1,6697.55,1,12,1.0,6070615.0,59205.0,14057.0,48336.0,11179.0,2961246.0,2235622.0,7.4,59197.0,86.0
3012633979942150365,0,,1,1,14.0,3642369.0,28104.0,103839.0,0.0,175134.0,1280900.0,1122612.0,11.4,28106.0,77.0
3950681773355317963,0,,2,13,3.0,6070615.0,56702.0,0.0,45178.0,0.0,2803410.0,2550874.0,7.9,56709.0,41.0
7270405517549718964,0,,1,2,3.0,6070615.0,91751.0,3190.0,104706.0,5507.0,4535964.0,3896393.0,7.9,91756.0,42.0
7002379582889993754,0,,1,6,14.0,2428246.0,11943.0,0.0,0.0,13796.0,502647.0,415411.0,14.9,11932.0,66.0
-8173149418989047002,0,,1,9,14.0,1821184.0,16926.0,48668.0,0.0,100315.0,639843.0,528795.0,19.9,16916.0,23.0
6091160693446087922,0,,1,4,13.0,3642369.0,18634.0,911.0,0.0,1416.0,899665.0,762428.0,8.9,18633.0,54.0
1456002593464095685,0,,1,9,14.0,1821184.0,49383.0,151094.0,0.0,307343.0,1821184.0,1596130.0,19.4,47644.0,77.0
625848590982096381,1,43192.25,1,7,3.0,1821184.0,17894.0,38781.0,9664.0,104826.0,864456.0,732590.0,8.9,17903.0,15.0
1505685004265693817,0,,1,9,8.0,1554077.0,9028.0,28959.0,0.0,38100.0,341169.0,281957.0,19.9,9020.0,37.0
-5760323390404651514,1,4467.85,1,7,3.0,660246.0,11653.0,8338.0,29192.0,3070.0,562139.0,444090.0,8.9,11642.0,74.0
5357850912465967720,1,182118.45,2,2,4.0,3642369.0,249648.0,102362.0,0.0,388983.0,3642369.0,3314257.0,7.9,79012.0,47.0
2790171791554172197,0,,1,1,5.0,3642369.0,46716.0,36267.0,0.0,86985.0,2153854.0,1850161.0,10.9,46723.0,66.0
-1833871080683731911,0,,1,7,16.0,1264934.0,38936.0,8499.0,47812.0,19640.0,1265116.0,1108778.0,9.9,26818.0,16.0
8391302318502103056,0,,1,12,1.0,2475291.0,369733.0,217343.0,330663.0,331328.0,2475597.0,1985617.0,6.4,49488.0,77.0
7204827006754532528,1,193448.75,1,11,1.0,6070615.0,88670.0,85660.0,167297.0,154206.0,4329563.0,3719094.0,7.9,87581.0,86.0
-9058075052103574164,0,,1,11,3.0,6070615.0,23605.0,0.0,24553.0,582.0,1166772.0,1022588.0,7.9,23611.0,34.0
-634021760146581861,0,,1,7,3.0,429626.0,1752.0,7588.0,18845.0,15177.0,82560.0,63508.0,9.9,1765.0,31.0
-8962873274622826608,0,,1,9,14.0,1821184.0,25576.0,31156.0,0.0,91099.0,689622.0,612453.0,19.9,25594.0,27.0
4577177391514404438,0,,1,1,14.0,3642369.0,20792.0,15784.0,0.0,42074.0,970084.0,802556.0,10.4,20803.0,48.0
4619736405519573401,0,,1,4,13.0,3642369.0,43708.0,0.0,0.0,0.0,2110146.0,1920060.0,8.9,43701.0,39.0
-2564924100750689920,0,,1,5,13.0,3642369.0,7447.0,0.0,0.0,7372.0,160264.0,143093.0,10.9,7462.0,48.0
-8862950882293672990,0,,1,7,14.0,3642369.0,17929.0,6071.0,0.0,11382.0,826818.0,700693.0,10.9,17936.0,78.0
-6639153901096081949,0,,1,6,14.0,2428246.0,12684.0,62620.0,0.0,72683.0,517216.0,427451.0,16.4,12688.0,47.0
-3513927318215058789,1,54127.55,3,7,1.0,2903392.0,48713.0,91975.0,68640.0,111570.0,2351756.0,2139905.0,8.9,48720.0,86.0
-6700084446760539639,1,38780.85,2,5,1.0,2104974.0,46870.0,23244.0,74459.0,26610.0,2105289.0,1915641.0,8.9,43600.0,86.0
-6701142133563872894,0,,1,8,12.0,2428246.0,10193.0,8438.0,0.0,25082.0,420087.0,332128.0,15.9,10193.0,50.0
-9174455203665027034,0,,1,4,3.0,6070615.0,14870.0,4553.0,22775.0,3035.0,734544.0,622495.0,7.9,14860.0,61.0
-3381572996411203216,0,,1,9,4.0,1724055.0,15001.0,16899.0,0.0,33168.0,566995.0,447926.0,19.9,14990.0,2.0
-3315366001290036928,0,,2,6,14.0,2428246.0,509136.0,12141.0,0.0,715257.0,2428246.0,2209505.0,14.9,57640.0,63.0
-2793845214149300987,0,,1,5,3.0,1207899.0,45296.0,0.0,57547.0,0.0,1208052.0,1058766.0,8.9,25608.0,78.0
478987916743543574,0,,1,4,14.0,3642369.0,9682.0,0.0,0.0,5515.0,212472.0,189707.0,8.9,9697.0,71.0
213408928223671065,0,,1,3,6.0,3642369.0,2259.0,6071.0,0.0,12141.0,108057.0,83121.0,9.4,2265.0,77.0
-5994910833501295848,0,,2,7,3.0,3330379.0,13140.0,10792.0,1705.0,29588.0,634986.0,501639.0,8.9,13150.0,86.0
-9204276027106380024,0,,1,7,8.0,3642369.0,16840.0,31661.0,0.0,32929.0,794036.0,627289.0,9.9,16832.0,86.0
-7695555327270887012,0,,1,5,13.0,1214123.0,33388.0,0.0,0.0,0.0,1214123.0,1064087.0,10.9,26946.0,25.0
-3875276066702627633,0,,2,5,4.0,2591548.0,111460.0,39570.0,0.0,33002.0,2592153.0,2358646.0,9.9,56230.0,86.0
7235569438598503140,1,85594.35,1,7,16.0,2132482.0,108941.0,39975.0,45062.0,157537.0,2132000.0,1939945.0,8.9,45194.0,42.0
8197240339960091537,1,31966.75,2,1,3.0,1378613.0,22122.0,44836.0,53389.0,98002.0,1007722.0,495640.0,9.9,22112.0,47.0
8331483974945422362,0,,1,9,5.0,0.0,0.0,8802.0,0.0,24289.0,582779.0,481635.0,19.9,15408.0,69.0
-5626716984539616269,0,,1,3,13.0,3642369.0,148718.0,45103.0,0.0,151348.0,3642369.0,3314257.0,8.9,77210.0,7.0
-2775519193295174856,0,,1,8,14.0,0.0,0.0,18837.0,0.0,43590.0,594920.0,491670.0,17.9,15075.0,65.0
-6483389621924126647,0,,1,7,14.0,0.0,0.0,57022.0,0.0,113777.0,825604.0,699664.0,10.4,17705.0,86.0
1100194167871179325,0,,1,6,9.0,2428246.0,1451.0,14598.0,0.0,25152.0,60706.0,46698.0,14.9,1441.0,33.0
2279791863545110155,0,,1,8,14.0,2428246.0,2656.0,24259.0,0.0,67789.0,104415.0,81067.0,17.9,2646.0,72.0
4987532680801385057,0,,1,1,14.0,3642369.0,69593.0,99497.0,0.0,235664.0,3031665.0,2758568.0,13.4,69604.0,38.0
-463062293515822191,1,67817.1,1,4,3.0,6070615.0,46493.0,0.0,38667.0,0.0,2271624.0,2066992.0,8.4,46496.0,52.0
1258968933109271520,0,,1,5,14.0,728474.0,19183.0,850.0,0.0,8256.0,728474.0,602045.0,10.9,16168.0,31.0
-2630470409066202057,0,,1,3,14.0,3642369.0,4255673.0,0.0,0.0,8118849.0,3642369.0,3314257.0,8.9,77210.0,63.0
-7647820028383391127,0,,1,7,14.0,3642369.0,14647.0,13355.0,0.0,62008.0,675052.0,557894.0,10.9,14659.0,64.0
1337860516688491585,0,,1,8,8.0,527842.0,14076.0,0.0,0.0,0.0,528144.0,436482.0,17.9,13383.0,73.0
1446355637729239219,0,,2,5,3.0,809895.0,19978.0,6344.0,31210.0,9652.0,809820.0,639758.0,8.9,16771.0,34.0
-2683051912466131253,0,,1,6,8.0,2428246.0,7611.0,1821.0,0.0,7548.0,310815.0,256872.0,16.4,7625.0,68.0
-3583876712110782127,0,,1,7,14.0,3642369.0,38859.0,4553.0,0.0,161059.0,1790831.0,1569528.0,10.9,38856.0,73.0
-4919996782175704265,0,,1,7,1.0,1298687.0,41112.0,34268.0,70489.0,62304.0,1299112.0,170618.0,8.4,26591.0,59.0
-3873400766972635857,0,,1,3,1.0,6070615.0,36568.0,26707.0,34349.0,30066.0,1785975.0,1565272.0,8.4,36560.0,86.0
-6599807961933735523,0,,3,7,14.0,3642369.0,81570.0,6071.0,0.0,149942.0,3642369.0,3314257.0,9.9,81570.0,27.0
-4882956838023690136,0,,3,7,7.0,1664899.0,45785.0,6175.0,0.0,81725.0,1664563.0,1377044.0,9.4,35696.0,77.0
3892119784697559709,1,34411.4,1,6,4.0,1532807.0,34121.0,33117.0,0.0,63047.0,1437522.0,517657.0,14.9,34123.0,86.0
-3362079996237615088,0,,1,1,14.0,728474.0,13280.0,6703.0,0.0,40157.0,598563.0,494680.0,11.9,13284.0,66.0
-6023381017251330064,0,,1,9,14.0,1821184.0,87652.0,0.0,0.0,82380.0,1821184.0,1596130.0,19.9,48149.0,55.0
-7021214445612995725,1,7192.650000000002,1,8,4.0,1165709.0,28657.0,2428.0,0.0,1889.0,1130349.0,990665.0,17.9,28642.0,78.0
3322440637629689053,0,,1,9,14.0,1821184.0,36263.0,64322.0,0.0,138575.0,1371959.0,1178513.0,19.9,36272.0,11.0
61300720262460705,1,72360.15000000001,1,2,1.0,6070615.0,74816.0,94864.0,86448.0,107551.0,3743141.0,606232.0,7.4,74827.0,59.0
7334630290765983234,0,,1,8,14.0,0.0,0.0,9349.0,0.0,14947.0,594920.0,491670.0,17.4,14914.0,78.0
4696986987857301113,0,,1,1,14.0,0.0,0.0,2732.0,0.0,14415.0,679909.0,561908.0,11.4,14919.0,66.0
1583795790060567891,0,,1,10,3.0,6070615.0,54676.0,0.0,56620.0,8492.0,2702638.0,2321566.0,7.9,54671.0,18.0
2990168704907239510,0,,1,3,1.0,6015979.0,16565.0,66473.0,1403.0,147306.0,818319.0,693490.0,7.9,16570.0,55.0
-6247068483180714114,0,,1,9,4.0,2428246.0,61413.0,18037.0,0.0,192742.0,2322617.0,2113391.0,19.9,61406.0,57.0
-1054344891083273967,1,110912.2,2,7,14.0,3642369.0,56012.0,55542.0,0.0,123211.0,2524162.0,2296781.0,11.9,56021.0,38.0
-1762519371926897714,0,,1,1,14.0,3642369.0,486895.0,23676.0,0.0,359529.0,3642369.0,3314257.0,11.9,80839.0,66.0
5216156558938788114,0,,1,12,1.0,6070615.0,113273.0,12141.0,135667.0,3675.0,5343355.0,4862016.0,9.9,113268.0,54.0
304031652149451312,1,39505.05,1,5,3.0,3642369.0,30630.0,0.0,35713.0,62697.0,1478802.0,1296058.0,8.9,30627.0,59.0
339483244233362475,0,,1,0,16.0,6070615.0,104771.0,0.0,103996.0,0.0,5179449.0,4712875.0,7.9,104776.0,86.0
8962810050567585686,1,21434.35,1,2,4.0,3260368.0,26453.0,27071.0,0.0,70419.0,1307610.0,1146022.0,7.9,26452.0,37.0
-8242493047120078734,0,,1,9,13.0,1821184.0,58419.0,19274.0,0.0,37263.0,1821184.0,1596130.0,19.9,48149.0,54.0
1951902396505151142,0,,1,6,14.0,2428246.0,18724.0,2994.0,0.0,48362.0,789180.0,668796.0,14.9,18733.0,
-5155228384434814512,0,,1,4,13.0,3642369.0,39479.0,13433.0,0.0,42484.0,1906173.0,1734461.0,8.9,39477.0,78.0
5626507617972492124,0,,1,7,8.0,1634070.0,30367.0,32781.0,0.0,33692.0,1432665.0,893049.0,9.9,30369.0,78.0
1196907009957988274,0,,1,9,14.0,1821184.0,32986.0,21755.0,0.0,57526.0,1261474.0,1105586.0,19.4,33002.0,71.0
-6146638733710041189,1,48281.35000000001,1,12,1.0,6070615.0,29500.0,18630.0,30235.0,28792.0,1475159.0,844023.0,7.4,29498.0,54.0
-97665392956505587,1,9895.1,1,2,16.0,5827790.0,4757.0,15702.0,2807.0,15834.0,235540.0,181185.0,7.9,4765.0,46.0
3062103271113093437,0,,2,4,13.0,3642369.0,14620.0,12020.0,0.0,92893.0,705405.0,582979.0,8.9,14609.0,54.0
-2785976548070964396,1,48564.9,1,5,16.0,1501724.0,43167.0,13669.0,53315.0,21912.0,1501870.0,1316276.0,8.9,31836.0,86.0
2414331372408776586,0,,1,6,14.0,2428246.0,18791.0,0.0,0.0,37984.0,791608.0,670854.0,14.9,18791.0,72.0
-8226513577049020952,1,3945.9,2,5,3.0,3642369.0,28106.0,33631.0,23441.0,66655.0,1357390.0,1165998.0,8.9,28111.0,66.0
4934833198289347160,1,14623.65,2,7,2.0,901057.0,32912.0,4856.0,46017.0,15089.0,900879.0,695224.0,8.4,18876.0,66.0
-8498086760559493634,0,,1,3,9.0,3642369.0,45497.0,84720.0,0.0,265448.0,2248556.0,1931509.0,7.9,45485.0,76.0
4367162948040242167,1,13761.1,2,9,7.0,1821184.0,7299.0,42058.0,0.0,20195.0,275606.0,213979.0,19.9,7287.0,11.0
8859759687892707910,0,,1,6,4.0,2428246.0,210731.0,14391.0,0.0,376959.0,2428246.0,2209505.0,14.9,57640.0,11.0
-5761011809819168737,0,,1,6,4.0,0.0,0.0,11005.0,0.0,16157.0,619203.0,251328.0,14.4,14536.0,69.0
5563793015711852742,0,,1,12,3.0,6070615.0,15799.0,0.0,13166.0,0.0,780681.0,661594.0,7.9,15792.0,61.0
-1063026064326402437,0,,1,9,5.0,1821184.0,50364.0,17014.0,0.0,86744.0,1821184.0,924984.0,19.4,47644.0,54.0
-4727438282536407703,0,,1,2,3.0,6070615.0,35696.0,3824.0,31906.0,7649.0,1764121.0,1515380.0,7.9,35686.0,48.0
-8176848427256334815,0,,1,8,14.0,2428246.0,4521.0,5607.0,0.0,17646.0,178476.0,138568.0,17.9,4522.0,86.0
-5741097433139180696,0,,1,8,13.0,256350.0,4949.0,0.0,0.0,0.0,195474.0,151765.0,17.9,4953.0,86.0
7267392182518587458,0,,1,5,14.0,3642369.0,39194.0,39763.0,0.0,79373.0,1766549.0,1548246.0,11.9,39207.0,77.0
-5605981036902675333,0,,1,6,13.0,2428246.0,7790.0,16902.0,0.0,36273.0,331456.0,273930.0,14.4,7781.0,42.0
3009698622498288389,0,,1,10,16.0,6070615.0,88100.0,32027.0,99664.0,63999.0,4355059.0,3962747.0,7.9,88106.0,66.0
-6555260358038319073,0,,1,1,7.0,427094.0,2828.0,12510.0,13499.0,11777.0,127483.0,98978.0,11.9,2829.0,73.0
-7718345933121487545,0,,1,10,3.0,6070615.0,162816.0,0.0,200055.0,70584.0,6070615.0,5214658.0,7.9,122800.0,78.0
6056960389617980798,0,,1,3,9.0,3642369.0,96378.0,0.0,0.0,158929.0,3642369.0,3314257.0,7.9,75433.0,86.0
8015928729083634480,0,,1,1,13.0,3642369.0,3239.0,2732.0,0.0,6096.0,145695.0,112073.0,11.9,3252.0,86.0
651912096531165078,0,,1,5,13.0,3642369.0,4937.0,1214.0,0.0,2428.0,227041.0,176274.0,10.9,4925.0,66.0
7264593320585898382,0,,1,7,5.0,3642369.0,76634.0,54815.0,0.0,179711.0,3642369.0,2511683.0,9.4,76319.0,42.0
-6939424172102441851,0,,1,7,8.0,3448109.0,6903.0,9713.0,0.0,28066.0,325385.0,268914.0,9.9,6900.0,53.0
-4561811915576203268,0,,1,8,14.0,2428246.0,9747.0,0.0,0.0,16684.0,401875.0,318080.0,15.9,9752.0,78.0
2673867567841634671,0,,1,4,14.0,0.0,0.0,36424.0,0.0,72847.0,922733.0,781978.0,9.4,19334.0,66.0
9024856938397058429,0,,1,8,13.0,0.0,0.0,18697.0,0.0,265804.0,594920.0,491670.0,17.4,14914.0,78.0
-430799411317728701,0,,1,4,8.0,3642369.0,2730.0,10927.0,0.0,31182.0,134768.0,103668.0,7.9,2741.0,57.0
4085046231709679684,0,,2,6,3.0,5548603.0,210410.0,11534.0,186750.0,28380.0,2428246.0,2209505.0,11.9,53892.0,50.0
1225064781626300036,0,,1,7,14.0,1369175.0,37652.0,0.0,0.0,0.0,1369531.0,1200289.0,10.9,30395.0,48.0
-5694852673013143436,0,,1,6,14.0,2428246.0,110062.0,90839.0,0.0,297666.0,2428246.0,2209505.0,14.9,57640.0,54.0
6849341464585415565,0,,2,1,14.0,3642369.0,3400.0,0.0,0.0,4369.0,155408.0,120658.0,11.4,3410.0,77.0
5816321394147618572,1,88313.55,1,8,3.0,746791.0,8726.0,56755.0,137463.0,85400.0,393376.0,325105.0,11.9,8738.0,86.0
2663267048361324681,0,,1,9,13.0,1821184.0,6411.0,0.0,0.0,6924.0,242825.0,188529.0,19.9,6420.0,74.0
2995140113268908748,0,,1,4,7.0,3642369.0,3155.0,10603.0,0.0,18612.0,155408.0,119545.0,7.9,3156.0,2.0
-6118643260982934046,0,,1,4,14.0,3642369.0,48559.0,20063.0,0.0,69303.0,2400321.0,2184096.0,7.9,48555.0,86.0
-2978130485960652004,0,,1,6,14.0,2428246.0,66058.0,17758.0,0.0,97422.0,2428246.0,2085863.0,14.9,57640.0,16.0
-4100056811171883577,0,,2,12,1.0,6070615.0,23039.0,48669.0,70628.0,4335.0,1138847.0,998114.0,7.9,23037.0,86.0
1858074276807850099,0,,1,12,3.0,6070615.0,241249.0,1214.0,216908.0,307370.0,6070615.0,5214658.0,7.9,122800.0,89.0
-6761077157498392990,0,,2,4,15.0,3642369.0,1772.0,0.0,0.0,2602.0,87417.0,67244.0,7.9,1768.0,68.0
-9199900223029947414,1,20033.050000000007,1,5,1.0,1739342.0,30513.0,35988.0,78701.0,64551.0,1473945.0,1291801.0,8.9,30525.0,47.0
5307299858741852998,0,,1,5,13.0,3642369.0,14392.0,12141.0,0.0,28030.0,662911.0,547861.0,10.9,14380.0,74.0
2417857097551563561,0,,1,7,14.0,3642369.0,32762.0,47645.0,0.0,79516.0,1545579.0,1354582.0,9.9,32763.0,78.0
-2653683276302824125,0,,1,1,16.0,568986.0,11452.0,0.0,26891.0,0.0,540285.0,446517.0,9.9,11457.0,77.0
5020900767525812888,0,,2,9,14.0,1821184.0,60205.0,14818.0,0.0,29017.0,1821184.0,1596130.0,19.9,48149.0,2.0
8395141413411225178,0,,1,1,13.0,3642369.0,10843.0,3400.0,0.0,18526.0,488077.0,403369.0,11.9,10832.0,72.0
-7929965095648829874,0,,1,9,3.0,1942597.0,3254.0,27962.0,29357.0,60432.0,146909.0,114060.0,11.9,3260.0,36.0
1088380779119244588,0,,1,8,9.0,2206480.0,24463.0,66556.0,0.0,140358.0,965228.0,817990.0,17.9,24458.0,27.0
-8375726004906660065,0,,1,6,14.0,0.0,0.0,42450.0,0.0,71999.0,619203.0,511738.0,14.4,14536.0,86.0
-6485430136965095727,0,,2,5,3.0,912583.0,29659.0,0.0,37956.0,0.0,913020.0,773746.0,8.9,19579.0,86.0
-435342379906647129,0,,2,3,3.0,6070615.0,43313.0,0.0,56706.0,0.0,2116216.0,1925583.0,8.4,43324.0,47.0
1112122093272380207,0,,1,5,5.0,3642369.0,6424.0,18583.0,0.0,56583.0,296246.0,207372.0,10.9,6426.0,59.0
-7468917533689694268,0,,1,4,3.0,6070615.0,6014.0,0.0,14200.0,4276.0,297460.0,208222.0,7.9,6017.0,28.0
-4352516461966429272,1,17146.45,1,4,8.0,3642369.0,89856.0,102206.0,0.0,193960.0,3642369.0,1601986.0,7.9,73680.0,59.0
-1345223465900667668,0,,2,7,4.0,1386333.0,260940.0,62458.0,0.0,50065.0,1386528.0,1215187.0,9.9,30077.0,86.0
4377098726536535425,0,,2,5,3.0,3642369.0,75096.0,46596.0,12414.0,111630.0,3642369.0,2062304.0,8.4,74553.0,61.0
3600323150761044338,0,,1,7,9.0,3642369.0,5311.0,0.0,0.0,3657.0,250109.0,175077.0,9.9,5302.0,42.0
3253156910642164361,0,,1,8,13.0,2428246.0,2238.0,0.0,0.0,4813.0,88631.0,68813.0,17.9,2246.0,66.0
-6779135938008102262,0,,1,9,14.0,1821184.0,100796.0,3035.0,0.0,178288.0,1821184.0,1596130.0,19.4,47644.0,47.0
3257413682576901890,0,,1,13,3.0,6070615.0,87247.0,0.0,76584.0,0.0,4312565.0,3924081.0,7.9,87251.0,11.0
8808403071237429590,0,,1,7,13.0,3642369.0,21712.0,34614.0,0.0,64284.0,1000437.0,847828.0,10.9,21702.0,18.0
8970353709587436906,0,,2,8,8.0,2428246.0,38775.0,19581.0,0.0,70488.0,1529795.0,1314094.0,17.9,38764.0,74.0
9173313767438731824,0,,1,9,14.0,1821184.0,27478.0,21936.0,0.0,41703.0,1061144.0,899274.0,18.9,27468.0,16.0
1233761136548874551,0,,1,9,4.0,618142.0,44204.0,48586.0,0.0,141063.0,617989.0,510734.0,19.9,16339.0,33.0
1117497264015697449,0,,1,6,2.0,1183138.0,12891.0,65348.0,21408.0,12878.0,490506.0,408101.0,11.9,12893.0,86.0
5692674563697152499,0,,1,6,14.0,2428246.0,7069.0,4553.0,0.0,34283.0,297460.0,228816.0,14.9,7061.0,66.0
4552533974208270355,0,,1,5,14.0,3642369.0,16753.0,5761.0,0.0,36522.0,359380.0,331532.0,10.9,16733.0,61.0
702739587495332651,0,,1,4,13.0,3642369.0,57032.0,0.0,0.0,56242.0,2753631.0,2505578.0,8.9,57033.0,16.0
