client_id,gender,age,region,city,citizenship,education,job_type
-4976026508164850392,M,31.0,17,25,RUSSIA,HIGHER_PROFESSIONAL_PARTIAL,
3595439835594754499,M,26.0,6,8,RUSSIA,,
-7136932663590308857,F,50.0,3,363,RUSSIA,,
4497537671718296975,F,52.0,8,107,RUSSIA,,
6993413286470994550,F,42.0,1,1,RUSSIA,,
7104592182192340944,M,55.0,17,2267,RUSSIA,,
-6091800344571218535,M,24.0,37,2194,RUSSIA,,
3944375335400908384,M,30.0,36,59,RUSSIA,HIGHER_PROFESSIONAL_PARTIAL,
-1347766670300517044,M,40.0,3,210,RUSSIA,,
1870641702256186148,F,28.0,1,1,RUSSIA,,
-4301640026469558387,M,30.0,21,132,RUSSIA,,
7842477344868410782,M,52.0,6,8,RUSSIA,,
-4854327503746442483,F,54.0,67,339,RUSSIA,,
-5830927494923600943,F,39.0,0,2386,RUSSIA,,
-8924943255777980502,M,39.0,0,115,RUSSIA,HIGHER_PROFESSIONAL,
-5985616156977353456,M,60.0,9,123,RUSSIA,PRIMARY_PROFESSIONAL,
-6415375684334379970,F,53.0,0,14,RUSSIA,MIDDLE_PROFESSIONAL,
-4988037452726340034,M,32.0,26,2321,RUSSIA,,
1056524954426057293,M,29.0,17,25,RUSSIA,MIDDLE_PROFESSIONAL,
-7023459951509980027,M,62.0,7,13,RUSSIA,,
2492654691777821262,F,32.0,25,33,RUSSIA,,
1385805512840068341,F,31.0,0,264,RUSSIA,HIGHER_PROFESSIONAL,
3012633979942150365,F,37.0,7,13,RUSSIA,,
3950681773355317963,F,58.0,70,3033,RUSSIA,MIDDLE_PROFESSIONAL,
7270405517549718964,M,41.0,20,104,RUSSIA,,
7002379582889993754,F,26.0,3,205,RUSSIA,,
-8173149418989047002,M,52.0,44,96,RUSSIA,,
6091160693446087922,F,41.0,1,1,RUSSIA,,
1456002593464095685,F,35.0,7,13,RUSSIA,,
625848590982096381,F,56.0,71,1604,RUSSIA,MIDDLE_PROFESSIONAL,
1505685004265693817,M,42.0,14,19,RUSSIA,PRIMARY_PROFESSIONAL,
-5760323390404651514,M,42.0,15,103,RUSSIA,MIDDLE_PROFESSIONAL,
5357850912465967720,F,53.0,6,593,RUSSIA,MIDDLE_PROFESSIONAL,
2790171791554172197,M,36.0,3,210,RUSSIA,,
-1833871080683731911,F,32.0,22,139,RUSSIA,HIGHER_PROFESSIONAL,
8391302318502103056,F,41.0,7,13,RUSSIA,SCHOLASTIC_DEGREE,
7204827006754532528,F,50.0,0,14,RUSSIA,HIGHER_PROFESSIONAL,
-9058075052103574164,F,27.0,9,2534,RUSSIA,,
-634021760146581861,F,38.0,16,385,RUSSIA,,
-8962873274622826608,F,65.0,62,2852,RUSSIA,,
4577177391514404438,F,46.0,64,4094,RUSSIA,,
4619736405519573401,F,32.0,29,129,RUSSIA,HIGHER_PROFESSIONAL,
-2564924100750689920,F,66.0,64,1440,RUSSIA,,
-8862950882293672990,F,58.0,25,33,RUSSIA,MIDDLE_PROFESSIONAL,
-6639153901096081949,M,39.0,6,3173,RUSSIA,,
-3513927318215058789,F,52.0,0,41,RUSSIA,MIDDLE_PROFESSIONAL,
-6700084446760539639,F,28.0,0,283,RUSSIA,MIDDLE_PROFESSIONAL,
-6701142133563872894,F,49.0,8,446,RUSSIA,MIDDLE_PROFESSIONAL,
-9174455203665027034,F,42.0,21,132,RUSSIA,MIDDLE_PROFESSIONAL,
-3381572996411203216,F,57.0,17,25,RUSSIA,PRIMARY_PROFESSIONAL,
-3315366001290036928,M,51.0,42,354,RUSSIA,,
-2793845214149300987,M,57.0,25,481,RUSSIA,,
478987916743543574,F,66.0,5,404,RUSSIA,,
213408928223671065,F,50.0,7,13,RUSSIA,,
-5994910833501295848,F,57.0,0,15,RUSSIA,MIDDLE_PROFESSIONAL,
-9204276027106380024,F,40.0,0,15,RUSSIA,,
-7695555327270887012,F,27.0,72,920,RUSSIA,,
-3875276066702627633,F,47.0,0,2,RUSSIA,HIGHER_PROFESSIONAL,
7235569438598503140,F,29.0,20,104,RUSSIA,MIDDLE_PROFESSIONAL,
8197240339960091537,M,27.0,6,8,RUSSIA,FULL_GENERAL,
8331483974945422362,M,44.0,12,1416,RUSSIA,MIDDLE_PROFESSIONAL,
-5626716984539616269,F,40.0,43,93,RUSSIA,,
-2775519193295174856,F,35.0,63,1750,RUSSIA,,
-6483389621924126647,M,41.0,0,42,RUSSIA,,
1100194167871179325,F,25.0,45,229,RUSSIA,,
2279791863545110155,M,36.0,36,59,RUSSIA,,
4987532680801385057,M,34.0,53,609,RUSSIA,,
-463062293515822191,F,35.0,28,65,RUSSIA,HIGHER_PROFESSIONAL,
1258968933109271520,M,36.0,16,239,RUSSIA,PRIMARY_PROFESSIONAL,
-2630470409066202057,M,56.0,42,354,RUSSIA,,
-7647820028383391127,F,40.0,40,78,RUSSIA,,
1337860516688491585,M,48.0,26,163,RUSSIA,,
1446355637729239219,F,60.0,9,123,RUSSIA,,
-2683051912466131253,F,44.0,48,288,RUSSIA,,
-3583876712110782127,F,35.0,26,163,RUSSIA,PRIMARY_PROFESSIONAL,
-4919996782175704265,M,44.0,37,558,RUSSIA,FULL_GENERAL,
-3873400766972635857,F,41.0,0,42,RUSSIA,,
-6599807961933735523,F,35.0,62,241,RUSSIA,,
-4882956838023690136,F,57.0,7,13,RUSSIA,HIGHER_PROFESSIONAL,
3892119784697559709,F,52.0,0,0,RUSSIA,HIGHER_PROFESSIONAL,
-3362079996237615088,F,34.0,3,510,RUSSIA,MIDDLE_PROFESSIONAL,
-6023381017251330064,M,35.0,47,478,RUSSIA,MIDDLE_PROFESSIONAL,
-7021214445612995725,M,35.0,25,33,RUSSIA,HIGHER_PROFESSIONAL,
3322440637629689053,M,42.0,10,177,RUSSIA,,
61300720262460705,M,34.0,37,814,RUSSIA,HIGHER_PROFESSIONAL,
7334630290765983234,F,44.0,25,33,RUSSIA,MIDDLE_PROFESSIONAL,
4696986987857301113,F,36.0,3,524,RUSSIA,HIGHER_PROFESSIONAL,
1583795790060567891,F,47.0,46,313,RUSSIA,HIGHER_PROFESSIONAL,
2990168704907239510,M,50.0,47,128,RUSSIA,MIDDLE_PROFESSIONAL,
-6247068483180714114,M,37.0,31,52,RUSSIA,HIGHER_PROFESSIONAL,
-1054344891083273967,F,52.0,53,1386,RUSSIA,HIGHER_PROFESSIONAL,
-1762519371926897714,F,30.0,3,205,RUSSIA,HIGHER_PROFESSIONAL_PARTIAL,
5216156558938788114,F,48.0,1,1,RUSSIA,,
304031652149451312,F,54.0,37,1514,RUSSIA,HIGHER_PROFESSIONAL,
339483244233362475,F,55.0,0,42,RUSSIA,,
8962810050567585686,M,47.0,14,19,RUSSIA,HIGHER_PROFESSIONAL,
-8242493047120078734,F,23.0,1,1,RUSSIA,,
1951902396505151142,M,39.0,-1,-1,RUSSIA,,
-5155228384434814512,M,29.0,25,33,RUSSIA,,
5626507617972492124,M,44.0,25,33,RUSSIA,,
1196907009957988274,M,41.0,5,404,RUSSIA,,
-6146638733710041189,F,61.0,1,1,RUSSIA,MIDDLE_PROFESSIONAL,
-97665392956505587,F,43.0,51,386,RUSSIA,HIGHER_PROFESSIONAL,
3062103271113093437,M,46.0,1,1,RUSSIA,,
-2785976548070964396,F,31.0,0,2,RUSSIA,HIGHER_PROFESSIONAL,
2414331372408776586,M,37.0,36,59,RUSSIA,,
-8226513577049020952,F,35.0,3,205,RUSSIA,HIGHER_PROFESSIONAL,
4934833198289347160,M,39.0,3,72,RUSSIA,HIGHER_PROFESSIONAL_PARTIAL,
-8498086760559493634,F,58.0,61,345,RUSSIA,,
4367162948040242167,F,40.0,10,63,RUSSIA,HIGHER_PROFESSIONAL,
8859759687892707910,F,59.0,10,177,RUSSIA,MIDDLE_PROFESSIONAL,
-5761011809819168737,F,53.0,12,1416,RUSSIA,MIDDLE_PROFESSIONAL,
5563793015711852742,F,59.0,21,277,RUSSIA,MIDDLE_PROFESSIONAL,
-1063026064326402437,M,39.0,1,1,RUSSIA,,
-4727438282536407703,M,54.0,64,251,RUSSIA,MIDDLE_PROFESSIONAL,
-8176848427256334815,F,56.0,0,15,RUSSIA,,
-5741097433139180696,M,62.0,0,15,RUSSIA,,
7267392182518587458,M,30.0,7,13,RUSSIA,,
-5605981036902675333,M,38.0,20,104,RUSSIA,,
3009698622498288389,M,40.0,3,205,RUSSIA,HIGHER_PROFESSIONAL,
-6555260358038319073,M,58.0,26,163,RUSSIA,,
-7718345933121487545,F,32.0,25,33,RUSSIA,MIDDLE_PROFESSIONAL,
6056960389617980798,M,58.0,0,0,RUSSIA,,
8015928729083634480,F,45.0,0,322,RUSSIA,,
651912096531165078,F,63.0,3,205,RUSSIA,,
7264593320585898382,M,35.0,20,104,RUSSIA,,
-6939424172102441851,F,51.0,58,1191,RUSSIA,,
-4561811915576203268,F,27.0,25,33,RUSSIA,,
2673867567841634671,M,44.0,3,205,RUSSIA,,
9024856938397058429,M,38.0,25,33,RUSSIA,,
-430799411317728701,M,58.0,31,3675,RUSSIA,PRIMARY_PROFESSIONAL,
4085046231709679684,M,49.0,8,195,RUSSIA,MIDDLE_PROFESSIONAL,
1225064781626300036,M,33.0,64,251,RUSSIA,,
-5694852673013143436,F,30.0,1,1,RUSSIA,,
6849341464585415565,F,40.0,7,13,RUSSIA,,
5816321394147618572,F,46.0,0,0,RUSSIA,HIGHER_PROFESSIONAL,
2663267048361324681,M,51.0,15,214,RUSSIA,,
2995140113268908748,M,42.0,17,255,RUSSIA,MIDDLE_PROFESSIONAL,
-6118643260982934046,F,50.0,-1,-1,RUSSIA,,
-2978130485960652004,F,47.0,22,139,RUSSIA,,
-4100056811171883577,F,49.0,0,42,RUSSIA,HIGHER_PROFESSIONAL,
1858074276807850099,M,31.0,9,1796,RUSSIA,,
-6761077157498392990,F,25.0,48,288,RUSSIA,,
-9199900223029947414,F,28.0,9,123,RUSSIA,HIGHER_PROFESSIONAL,
5307299858741852998,F,48.0,15,20,RUSSIA,,
2417857097551563561,F,28.0,25,33,RUSSIA,,
-2653683276302824125,M,34.0,7,13,RUSSIA,,
5020900767525812888,M,37.0,17,522,RUSSIA,,
8395141413411225178,F,44.0,36,415,RUSSIA,,
-7929965095648829874,F,51.0,52,226,RUSSIA,,
1088380779119244588,M,58.0,62,497,RUSSIA,HIGHER_PROFESSIONAL,
-8375726004906660065,M,50.0,0,15,RUSSIA,,
-6485430136965095727,F,48.0,0,14,RUSSIA,,
-435342379906647129,F,48.0,6,2087,RUSSIA,,
1112122093272380207,M,42.0,37,523,RUSSIA,,
-7468917533689694268,M,52.0,32,53,RUSSIA,,
-4352516461966429272,M,49.0,37,523,RUSSIA,MIDDLE_PROFESSIONAL,
-1345223465900667668,F,43.0,0,0,RUSSIA,HIGHER_PROFESSIONAL,
4377098726536535425,F,59.0,21,82,RUSSIA,MIDDLE_PROFESSIONAL,
3600323150761044338,F,21.0,20,312,RUSSIA,,
3253156910642164361,M,47.0,3,210,RUSSIA,,
-6779135938008102262,F,42.0,6,8,RUSSIA,,
3257413682576901890,F,61.0,10,177,RUSSIA,MIDDLE_PROFESSIONAL,
8808403071237429590,F,60.0,46,122,RUSSIA,,
8970353709587436906,M,29.0,15,20,RUSSIA,,
9173313767438731824,F,29.0,22,366,RUSSIA,,
1233761136548874551,M,34.0,45,40,RUSSIA,HIGHER_PROFESSIONAL,
1117497264015697449,M,64.0,0,196,RUSSIA,HIGHER_PROFESSIONAL,
5692674563697152499,F,58.0,3,3159,RUSSIA,FULL_GENERAL,
4552533974208270355,M,66.0,21,2710,RUSSIA,MIDDLE_PROFESSIONAL,
702739587495332651,M,37.0,22,139,RUSSIA,,
-6741529567650803052,F,58.0,12,1509,RUSSIA,,
6610457419109002587,M,34.0,3,216,RUSSIA,,
7114229650830659501,M,35.0,31,52,RUSSIA,HIGHER_PROFESSIONAL,
-3117941102703303332,M,63.0,7,13,RUSSIA,,
-4570567217303601395,M,37.0,40,78,RUSSIA,FULL_GENERAL,
-8067212586056262404,F,46.0,40,78,RUSSIA,FULL_GENERAL,
6746272003412844260,F,42.0,5,6,RUSSIA,HIGHER_PROFESSIONAL,
3651199635163384321,F,31.0,20,109,RUSSIA,,
6196008705055649748,F,29.0,1,1,RUSSIA,,
4709066167515541056,M,42.0,36,59,RUSSIA,HIGHER_PROFESSIONAL,
211271007514331813,F,57.0,7,13,RUSSIA,HIGHER_PROFESSIONAL,
-3322852929512633674,M,32.0,0,15,RUSSIA,,
4004467135964604811,F,42.0,3,205,RUSSIA,MIDDLE_PROFESSIONAL,
1158474700871935066,M,27.0,30,46,RUSSIA,HIGHER_PROFESSIONAL,
3342089666365940100,M,52.0,20,608,RUSSIA,MIDDLE_PROFESSIONAL,
1316154201527307743,F,32.0,9,123,RUSSIA,HIGHER_PROFESSIONAL,
-1577514666758274391,M,24.0,42,89,RUSSIA,,
670793941938444470,M,29.0,47,128,RUSSIA,HIGHER_PROFESSIONAL,
-1821247332915133935,F,39.0,36,59,RUSSIA,,
-254231351252941998,F,56.0,7,13,RUSSIA,,
7156246696745706992,M,36.0,7,13,RUSSIA,HIGHER_PROFESSIONAL,
7399071129106411245,F,29.0,3,745,RUSSIA,HIGHER_PROFESSIONAL,
-3244128386518941455,F,31.0,1,1,RUSSIA,,
-7562140017140579644,F,57.0,0,401,RUSSIA,HIGHER_PROFESSIONAL,
5816474111015665694,F,51.0,1,1,RUSSIA,HIGHER_PROFESSIONAL,
-5375556620309539439,F,61.0,33,1170,RUSSIA,MIDDLE_PROFESSIONAL,
-4692937385321898245,M,44.0,42,89,RUSSIA,,
346393180105251084,F,30.0,1,1,RUSSIA,,
6582383679837976402,M,38.0,5,611,RUSSIA,,
3097202502652151275,M,54.0,1,894,RUSSIA,HIGHER_PROFESSIONAL,
4037617739351151595,F,45.0,6,1093,RUSSIA,,
-300540616696493804,F,33.0,1,1,RUSSIA,,
4453144910135832748,M,48.0,28,65,RUSSIA,,
4761298920963216826,M,29.0,53,2333,RUSSIA,FULL_GENERAL,
-3898547085019274493,M,43.0,0,0,RUSSIA,,
3122512917922143982,F,30.0,36,59,RUSSIA,,
-8551625763695458302,F,58.0,25,33,RUSSIA,,
-670710134710341906,F,39.0,43,1405,RUSSIA,HIGHER_PROFESSIONAL,
4619954794719997316,M,27.0,0,14,RUSSIA,,
6187002483094465052,F,48.0,51,146,RUSSIA,PRIMARY_PROFESSIONAL,
8151404388607730980,M,39.0,67,491,RUSSIA,,
-6010271836863341234,F,37.0,0,361,RUSSIA,,
4218226309851663982,M,50.0,23,1476,RUSSIA,MIDDLE_PROFESSIONAL,
-2575541071585782297,F,56.0,1,4233,RUSSIA,HIGHER_PROFESSIONAL,
3008912716553738126,F,31.0,1,1,RUSSIA,HIGHER_PROFESSIONAL,
2320928449625782377,M,30.0,25,33,RUSSIA,,
-6282092379862742261,F,62.0,0,204,RUSSIA,,
-2010435233565546752,M,44.0,-1,-1,RUSSIA,MIDDLE_PROFESSIONAL,
-5192013685298017135,F,56.0,61,247,RUSSIA,,
-3678540441232178604,M,60.0,43,93,RUSSIA,HIGHER_PROFESSIONAL,
-4838458245335911410,F,59.0,21,132,RUSSIA,,
7010363465147822305,M,59.0,36,59,RUSSIA,MIDDLE_PROFESSIONAL,
-5371643282766121113,M,53.0,17,876,RUSSIA,FULL_GENERAL,
2292757728716972741,F,30.0,0,115,RUSSIA,HIGHER_PROFESSIONAL,
-5267322048527663551,F,37.0,67,491,RUSSIA,MIDDLE_PROFESSIONAL,
8461597761820423906,M,44.0,3,205,RUSSIA,PRIMARY_PROFESSIONAL,
8173277057090701204,F,47.0,60,200,RUSSIA,,
-4451338785900833740,F,57.0,37,60,RUSSIA,,
-6144181044948025565,M,53.0,17,668,RUSSIA,HIGHER_PROFESSIONAL,
6267239115042976445,M,44.0,67,339,RUSSIA,,
-3177148562763697149,F,39.0,6,593,RUSSIA,,
3200146043376221627,M,30.0,0,0,RUSSIA,,
4795528437411253823,F,49.0,25,33,RUSSIA,,
5454539404634509499,F,54.0,15,20,RUSSIA,,
2555510671322202760,F,55.0,6,4466,RUSSIA,,
-2918003944161491599,F,49.0,0,322,RUSSIA,HIGHER_PROFESSIONAL,
-4859294559818086160,F,44.0,42,89,RUSSIA,,
-3721189953075757438,M,55.0,53,1104,RUSSIA,,
-3719231623455205905,F,49.0,61,345,RUSSIA,MIDDLE_PROFESSIONAL,
-4044521687787721089,F,49.0,0,15,RUSSIA,HIGHER_PROFESSIONAL,
6860646709495154344,F,33.0,22,139,RUSSIA,,
437037978319250612,M,46.0,37,60,RUSSIA,,
-2903462825626652999,M,53.0,37,523,RUSSIA,,
-6896243034483484830,F,50.0,16,2069,RUSSIA,,
-2896676050793313126,F,55.0,45,125,RUSSIA,HIGHER_PROFESSIONAL,
3389869122621083498,M,37.0,19,155,RUSSIA,,
7446269726344258079,M,51.0,43,93,RUSSIA,HIGHER_PROFESSIONAL,
-7366028549381322569,F,36.0,27,353,RUSSIA,HIGHER_PROFESSIONAL,
-3401596828306720342,F,41.0,64,251,RUSSIA,HIGHER_PROFESSIONAL,
7856162757868433846,M,34.0,56,664,RUSSIA,,
-1070481396120814400,F,66.0,13,275,RUSSIA,,
-2351886977061516421,F,32.0,37,60,RUSSIA,HIGHER_PROFESSIONAL,
5405166539509988940,F,52.0,37,166,RUSSIA,HIGHER_PROFESSIONAL,
-3098804185645377250,M,26.0,8,1219,RUSSIA,,
-6051771373830624669,F,30.0,3,205,RUSSIA,,
-7884122244638214080,M,36.0,0,41,RUSSIA,HIGHER_PROFESSIONAL,
-401766948410030167,M,44.0,57,192,RUSSIA,,
2080229787403285988,F,45.0,15,20,RUSSIA,,
1028418169060062469,F,22.0,0,115,RUSSIA,,
6612132357855566297,M,57.0,47,128,RUSSIA,HIGHER_PROFESSIONAL,
-441483177666941858,F,31.0,15,20,RUSSIA,,
521918216093458327,F,32.0,0,47,RUSSIA,HIGHER_PROFESSIONAL,
8798445361035980135,M,38.0,42,89,RUSSIA,MIDDLE_PROFESSIONAL,
631309095446657213,M,55.0,37,60,RUSSIA,,
-7340276845143754609,F,46.0,45,119,RUSSIA,HIGHER_PROFESSIONAL,
-306001008655523929,M,35.0,3,665,RUSSIA,,
7139504713096967220,F,37.0,34,3289,RUSSIA,,
-4322276012788808991,M,45.0,63,4459,RUSSIA,,
-1749114063213751673,F,40.0,9,449,RUSSIA,HIGHER_PROFESSIONAL,
1657859473600065768,M,57.0,0,86,RUSSIA,MIDDLE_PROFESSIONAL,
-6810751760278130304,F,32.0,0,0,RUSSIA,HIGHER_PROFESSIONAL,
1667973987244204474,F,49.0,7,13,RUSSIA,HIGHER_PROFESSIONAL,
-3296726857081484850,M,34.0,36,3964,RUSSIA,,
-6610272803695769407,M,24.0,1,1,RUSSIA,,
-3964842642635244685,M,28.0,1,1,RUSSIA,MIDDLE_PROFESSIONAL,
-2226802752242197751,F,27.0,0,283,RUSSIA,HIGHER_PROFESSIONAL,
6316215825136012541,F,35.0,26,34,RUSSIA,HIGHER_PROFESSIONAL,
7714503413668174681,M,61.0,25,481,RUSSIA,,
4062105085155209472,M,35.0,7,13,RUSSIA,,
8859178403540222282,F,30.0,40,78,RUSSIA,,
6003499848886816752,F,24.0,8,1237,RUSSIA,,
-7582062291096166081,F,54.0,28,65,RUSSIA,,
-8342023924330864811,F,39.0,2,3,RUSSIA,,
822189600295625707,M,26.0,7,13,RUSSIA,HIGHER_PROFESSIONAL,
-1348508465473743839,M,34.0,3,205,RUSSIA,,
-7718575012255356093,M,55.0,1,1,RUSSIA,,
2611387640247806843,F,27.0,27,148,RUSSIA,FULL_GENERAL,
-267979016640214275,M,64.0,0,2,RUSSIA,MIDDLE_PROFESSIONAL,
4674888471291314657,F,62.0,26,163,RUSSIA,HIGHER_PROFESSIONAL,
3556640056008530117,F,66.0,28,416,RUSSIA,,
3702459504910119931,M,39.0,7,13,RUSSIA,,
-9003399757518030086,F,49.0,31,1489,RUSSIA,,
2267525925803312317,F,24.0,28,933,RUSSIA,HIGHER_PROFESSIONAL,
-8205590107938388829,F,50.0,25,33,RUSSIA,,
953820204621526850,F,39.0,72,920,RUSSIA,,
5037727938139552261,F,42.0,64,251,RUSSIA,MIDDLE_PROFESSIONAL,
-4491660992874046793,M,34.0,53,259,RUSSIA,,
-2761143070070562831,F,36.0,0,15,RUSSIA,HIGHER_PROFESSIONAL,
1487605987705975830,F,49.0,0,41,RUSSIA,,
-273720810499343452,F,46.0,62,241,RUSSIA,,
-6399530399676774700,F,41.0,15,152,RUSSIA,,
6984312374096758126,M,46.0,3,205,RUSSIA,HIGHER_PROFESSIONAL,
-7044988179694844814,F,60.0,51,386,RUSSIA,MIDDLE_PROFESSIONAL,
-1950571352668798835,M,31.0,17,25,RUSSIA,HIGHER_PROFESSIONAL,
-3214637695789624948,F,33.0,37,60,RUSSIA,MIDDLE_PROFESSIONAL,
4946172637190676372,F,43.0,22,366,RUSSIA,HIGHER_PROFESSIONAL,
5683045518594290343,F,46.0,1,1,RUSSIA,HIGHER_PROFESSIONAL,
6802283980523689048,F,34.0,3,2648,RUSSIA,MIDDLE_PROFESSIONAL,
-3228872158728990349,M,39.0,7,13,RUSSIA,,
-2207557906217894381,F,48.0,26,4128,RUSSIA,MIDDLE_PROFESSIONAL,
1253183269246814795,M,46.0,42,354,RUSSIA,,
8302161565590524393,F,35.0,3,543,RUSSIA,,
-3854693179445082252,F,51.0,25,33,RUSSIA,,
-4977633871162601079,F,61.0,47,128,RUSSIA,MIDDLE_PROFESSIONAL,
-5385427257820617113,F,31.0,28,416,RUSSIA,,
484225215632782178,M,47.0,0,15,RUSSIA,,
738312890592409797,F,43.0,3,205,RUSSIA,TWO_AND_MORE_HIGHER,
5195845718896228932,F,44.0,35,57,RUSSIA,,
7460080074124953590,M,38.0,25,33,RUSSIA,,
-4921612149233001608,F,61.0,16,84,RUSSIA,,
5503826107017696173,M,55.0,29,129,RUSSIA,MIDDLE_PROFESSIONAL,
-594348286556691820,F,51.0,36,266,RUSSIA,MIDDLE_PROFESSIONAL,
2497267814220970937,M,36.0,15,434,RUSSIA,MIDDLE_PROFESSIONAL,
-4818072610645745762,F,53.0,16,84,RUSSIA,HIGHER_PROFESSIONAL,
-4927462169669741420,F,55.0,9,454,RUSSIA,,
-4360718345771249400,F,43.0,28,65,RUSSIA,,
774769258964341785,M,60.0,0,41,RUSSIA,,
-8820833787605585825,F,41.0,51,146,RUSSIA,,
-8430481222738997015,F,41.0,1,1,RUSSIA,MIDDLE_PROFESSIONAL,
4576724729742361579,M,29.0,3,205,RUSSIA,MIDDLE_PROFESSIONAL,
-7245560180555624432,F,48.0,2,3,RUSSIA,,
-2217526972829113637,F,26.0,46,122,RUSSIA,,
-9079895224318432575,M,56.0,17,519,RUSSIA,HIGHER_PROFESSIONAL,
-5206979935305462823,M,27.0,60,200,RUSSIA,,
8212442270781970754,F,58.0,15,20,RUSSIA,HIGHER_PROFESSIONAL,
-6138044802894224812,M,26.0,0,15,RUSSIA,HIGHER_PROFESSIONAL,
-4263896517579802699,M,38.0,40,78,RUSSIA,HIGHER_PROFESSIONAL,
5184714402345930112,F,37.0,17,25,RUSSIA,,
-2037526893887719310,F,34.0,0,41,RUSSIA,HIGHER_PROFESSIONAL,
848476104642423836,M,28.0,40,77,RUSSIA,,
6109103300462724841,F,57.0,11,16,RUSSIA,HIGHER_PROFESSIONAL,
7896526591093791011,M,34.0,8,1159,RUSSIA,,
2025831356103318845,F,38.0,7,13,RUSSIA,,
1410408959455789957,M,36.0,29,129,RUSSIA,,
7805905147883161409,F,37.0,42,89,RUSSIA,,
-3603267919159745476,M,43.0,8,552,RUSSIA,MIDDLE_PROFESSIONAL,
-275211930166005640,M,31.0,40,78,RUSSIA,,
8223773069281588034,M,34.0,17,25,RUSSIA,,
7366911183635264551,M,38.0,65,492,RUSSIA,,
7955955165577557878,M,37.0,15,20,RUSSIA,,
-8440876359741091151,M,51.0,55,2229,RUSSIA,,
-9115001753573798997,M,36.0,21,131,RUSSIA,,
1959757434108266594,F,50.0,26,163,RUSSIA,,
2646504572611130351,M,33.0,9,454,RUSSIA,,
2534917853195021869,F,47.0,3,205,RUSSIA,,
8940104543863832957,M,66.0,31,3255,RUSSIA,,
7681413300797588684,F,37.0,0,15,RUSSIA,FULL_GENERAL,
-1510787725310989017,F,28.0,47,128,RUSSIA,TWO_AND_MORE_HIGHER,
-401583277398634845,M,41.0,7,13,RUSSIA,,
1987417045758648039,F,40.0,61,247,RUSSIA,MIDDLE_PROFESSIONAL,
3978088888463507934,F,57.0,5,4126,RUSSIA,,
2901011692067950210,M,49.0,35,835,RUSSIA,,
1112387764169607900,M,64.0,0,375,RUSSIA,,
6233534800365963851,F,24.0,30,46,RUSSIA,,
8097163408225338638,M,45.0,38,61,RUSSIA,FULL_GENERAL,
6674079348486238723,M,46.0,61,345,RUSSIA,,
8090442309448086882,M,57.0,1,1,RUSSIA,,
-289450618653868141,F,50.0,0,0,RUSSIA,,
6310728186998925005,M,45.0,6,1696,RUSSIA,,
-4684475693282341706,F,32.0,52,1853,RUSSIA,MIDDLE_PROFESSIONAL,
7441745888858764491,F,31.0,54,197,RUSSIA,MIDDLE_PROFESSIONAL,
-209747583039952364,M,38.0,16,84,RUSSIA,,
-3878310263360755144,F,65.0,3,179,RUSSIA,,
-2131664686528182723,M,52.0,52,226,RUSSIA,PRIMARY_PROFESSIONAL,
-2059380335423603141,M,56.0,20,312,RUSSIA,,
-6225310171518729700,F,39.0,0,42,RUSSIA,HIGHER_PROFESSIONAL,
